,T,W,Wd,RH,P,Prec,Cloud,sin_day,cos_day
2024-10-05 06:00:00,10.0,7.9,303,87,1012.0,0.0,0,1.0,6.123233995736766e-17
2024-10-05 07:00:00,9.1,6.8,305,89,1012.5,0.0,0,0.9659258262890683,-0.25881904510252063
2024-10-05 08:00:00,11.1,7.0,305,81,1013.2,0.0,0,0.8660254037844387,-0.49999999999999983
2024-10-05 09:00:00,12.2,5.7,314,78,1014.0,0.0,0,0.7071067811865476,-0.7071067811865475
2024-10-05 10:00:00,14.4,5.6,318,71,1014.3,0.0,0,0.5000000000000003,-0.8660254037844385
2024-10-05 11:00:00,16.7,7.0,342,58,1014.1,0.0,0,0.258819045102521,-0.9659258262890682
2024-10-05 12:00:00,17.9,9.8,328,40,1014.1,0.0,1,1.2246467991473532e-16,-1.0
2024-10-05 13:00:00,18.2,9.1,308,39,1014.0,0.0,6,-0.25881904510252035,-0.9659258262890684
2024-10-05 14:00:00,18.8,11.4,288,38,1013.6,0.0,59,-0.4999999999999998,-0.8660254037844388
2024-10-05 15:00:00,18.8,12.4,269,37,1013.3,0.0,46,-0.7071067811865471,-0.7071067811865479
2024-10-05 16:00:00,18.4,13.0,260,38,1013.0,0.0,35,-0.8660254037844384,-0.5000000000000004
2024-10-05 17:00:00,17.3,13.1,249,44,1012.9,0.0,2,-0.9659258262890681,-0.2588190451025215
2024-10-05 18:00:00,15.4,12.6,246,51,1013.0,0.0,0,-1.0,-1.8369701987210297e-16
2024-10-05 19:00:00,13.9,10.6,252,57,1013.1,0.0,0,-0.9659258262890684,0.2588190451025203
2024-10-05 20:00:00,13.1,10.4,262,60,1013.3,0.0,0,-0.866025403784439,0.49999999999999933
2024-10-05 21:00:00,11.9,8.5,73,72,1014.0,0.0,3,-0.7071067811865477,0.7071067811865474
2024-10-05 22:00:00,10.6,8.4,81,79,1014.0,0.0,0,-0.5000000000000004,0.8660254037844384
2024-10-05 23:00:00,10.2,9.8,82,81,1013.8,0.0,19,-0.25881904510252157,0.9659258262890681
2024-10-06 00:00:00,10.4,7.8,56,81,1013.6,0.0,2,0.0,1.0
2024-10-06 01:00:00,9.1,7.6,27,88,1013.3,0.0,0,0.25881904510252074,0.9659258262890683
2024-10-06 02:00:00,9.2,6.8,32,91,1013.0,0.0,1,0.49999999999999994,0.8660254037844387
2024-10-06 03:00:00,8.6,6.0,41,94,1012.6,0.0,79,0.7071067811865475,0.7071067811865476
2024-10-06 04:00:00,8.2,5.7,41,95,1012.7,0.0,98,0.8660254037844386,0.5000000000000001
2024-10-06 05:00:00,8.1,8.1,47,95,1012.3,0.0,82,0.9659258262890682,0.25881904510252096
2024-10-06 06:00:00,7.8,8.6,53,96,1011.9,0.0,98,1.0,6.123233995736766e-17
2024-10-06 07:00:00,7.6,7.4,47,96,1012.1,0.0,75,0.9659258262890683,-0.25881904510252063
2024-10-06 08:00:00,8.3,12.6,56,92,1011.6,0.0,10,0.8660254037844387,-0.49999999999999983
2024-10-06 09:00:00,9.6,10.5,77,88,1011.9,0.0,41,0.7071067811865476,-0.7071067811865475
2024-10-06 10:00:00,11.5,9.7,93,82,1010.9,0.0,27,0.5000000000000003,-0.8660254037844385
2024-10-06 11:00:00,13.6,9.8,104,77,1010.1,0.0,90,0.258819045102521,-0.9659258262890682
2024-10-06 12:00:00,15.6,10.8,116,71,1009.3,0.0,97,1.2246467991473532e-16,-1.0
2024-10-06 13:00:00,17.0,15.3,130,61,1007.9,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-10-06 14:00:00,17.6,18.7,133,53,1006.3,0.0,95,-0.4999999999999998,-0.8660254037844388
2024-10-06 15:00:00,17.9,19.1,136,50,1005.2,0.0,8,-0.7071067811865471,-0.7071067811865479
2024-10-06 16:00:00,17.9,20.4,132,50,1003.8,0.0,94,-0.8660254037844384,-0.5000000000000004
2024-10-06 17:00:00,17.5,18.5,135,52,1002.7,0.0,91,-0.9659258262890681,-0.2588190451025215
2024-10-06 18:00:00,16.4,16.0,133,57,1001.5,0.0,100,-1.0,-1.8369701987210297e-16
2024-10-06 19:00:00,15.5,15.2,125,61,1000.4,0.0,100,-0.9659258262890684,0.2588190451025203
2024-10-06 20:00:00,15.1,14.0,128,63,999.8,0.0,100,-0.866025403784439,0.49999999999999933
2024-10-06 21:00:00,13.6,3.7,23,72,1001.5,0.6,100,-0.7071067811865477,0.7071067811865474
2024-10-06 22:00:00,12.4,15.3,121,90,1000.3,2.3,100,-0.5000000000000004,0.8660254037844384
2024-10-06 23:00:00,13.0,16.4,120,84,1000.2,3.4,100,-0.25881904510252157,0.9659258262890681
2024-10-07 00:00:00,12.3,17.8,133,91,999.3,5.6,100,0.0,1.0
2024-10-07 01:00:00,12.2,20.3,145,93,998.9,0.8,100,0.25881904510252074,0.9659258262890683
2024-10-07 02:00:00,12.6,20.5,149,91,998.4,1.4,100,0.49999999999999994,0.8660254037844387
2024-10-07 03:00:00,12.8,18.9,156,89,997.7,0.0,100,0.7071067811865475,0.7071067811865476
2024-10-07 04:00:00,12.9,16.9,166,90,997.5,0.0,100,0.8660254037844386,0.5000000000000001
2024-10-07 05:00:00,13.1,15.4,175,90,997.5,0.0,100,0.9659258262890682,0.25881904510252096
2024-10-07 06:00:00,13.2,14.0,179,91,997.5,0.0,100,1.0,6.123233995736766e-17
2024-10-07 07:00:00,13.6,13.2,202,92,997.8,0.0,100,0.9659258262890683,-0.25881904510252063
2024-10-07 08:00:00,13.9,12.5,221,95,997.9,0.0,100,0.8660254037844387,-0.49999999999999983
2024-10-07 09:00:00,14.3,15.6,246,93,998.6,0.2,98,0.7071067811865476,-0.7071067811865475
2024-10-07 10:00:00,14.1,17.1,253,92,998.9,0.1,36,0.5000000000000003,-0.8660254037844385
2024-10-07 11:00:00,15.9,17.6,257,82,999.0,0.0,17,0.258819045102521,-0.9659258262890682
2024-10-07 12:00:00,16.7,19.0,250,68,999.2,0.1,8,1.2246467991473532e-16,-1.0
2024-10-07 13:00:00,17.0,20.8,247,61,999.1,0.0,28,-0.25881904510252035,-0.9659258262890684
2024-10-07 14:00:00,16.9,21.4,248,58,998.8,0.0,51,-0.4999999999999998,-0.8660254037844388
2024-10-07 15:00:00,16.4,21.7,251,60,998.9,0.0,69,-0.7071067811865471,-0.7071067811865479
2024-10-07 16:00:00,15.6,20.9,255,62,998.9,0.0,39,-0.8660254037844384,-0.5000000000000004
2024-10-07 17:00:00,15.1,20.2,270,61,999.2,0.0,52,-0.9659258262890681,-0.2588190451025215
2024-10-07 18:00:00,13.9,17.3,283,64,999.5,0.0,31,-1.0,-1.8369701987210297e-16
2024-10-07 19:00:00,12.8,14.9,277,65,1000.1,0.0,7,-0.9659258262890684,0.2588190451025203
2024-10-07 20:00:00,11.7,13.9,284,67,1000.5,0.0,5,-0.866025403784439,0.49999999999999933
2024-10-07 21:00:00,11.0,14.9,288,65,1001.2,0.0,8,-0.7071067811865477,0.7071067811865474
2024-10-07 22:00:00,10.1,11.9,280,69,1001.7,0.0,6,-0.5000000000000004,0.8660254037844384
2024-10-07 23:00:00,9.3,11.3,271,75,1002.1,0.0,1,-0.25881904510252157,0.9659258262890681
2024-10-08 00:00:00,8.6,11.7,271,81,1002.1,0.0,0,0.0,1.0
2024-10-08 01:00:00,8.1,11.8,276,86,1002.1,0.0,0,0.25881904510252074,0.9659258262890683
2024-10-08 02:00:00,7.7,10.1,282,89,1002.1,0.0,0,0.49999999999999994,0.8660254037844387
2024-10-08 03:00:00,6.8,6.1,284,91,1001.7,0.0,0,0.7071067811865475,0.7071067811865476
2024-10-08 04:00:00,6.8,6.2,282,91,1001.6,0.0,1,0.8660254037844386,0.5000000000000001
2024-10-08 05:00:00,6.3,6.9,275,93,1001.8,0.0,0,0.9659258262890682,0.25881904510252096
2024-10-08 06:00:00,5.9,7.7,270,94,1001.5,0.0,0,1.0,6.123233995736766e-17
2024-10-08 07:00:00,5.7,8.1,265,94,1001.6,0.0,0,0.9659258262890683,-0.25881904510252063
2024-10-08 08:00:00,8.6,4.4,258,90,1001.9,0.0,9,0.8660254037844387,-0.49999999999999983
2024-10-08 09:00:00,9.9,6.0,209,85,1002.5,0.0,27,0.7071067811865476,-0.7071067811865475
2024-10-08 10:00:00,11.2,7.7,210,72,1002.4,0.0,29,0.5000000000000003,-0.8660254037844385
2024-10-08 11:00:00,12.3,10.5,217,61,1002.3,0.0,47,0.258819045102521,-0.9659258262890682
2024-10-08 12:00:00,10.9,10.3,232,74,1002.0,2.2,59,1.2246467991473532e-16,-1.0
2024-10-08 13:00:00,12.4,9.4,200,67,1001.2,0.0,56,-0.25881904510252035,-0.9659258262890684
2024-10-08 14:00:00,13.6,12.4,221,65,1000.5,0.1,86,-0.4999999999999998,-0.8660254037844388
2024-10-08 15:00:00,12.9,10.4,206,67,1000.2,0.1,100,-0.7071067811865471,-0.7071067811865479
2024-10-08 16:00:00,12.2,10.4,198,72,1000.2,0.8,64,-0.8660254037844384,-0.5000000000000004
2024-10-08 17:00:00,10.9,9.2,197,77,1000.2,1.6,20,-0.9659258262890681,-0.2588190451025215
2024-10-08 18:00:00,10.5,12.0,217,82,1000.6,0.0,29,-1.0,-1.8369701987210297e-16
2024-10-08 19:00:00,9.7,7.7,204,86,1000.7,0.0,32,-0.9659258262890684,0.2588190451025203
2024-10-08 20:00:00,9.2,7.2,207,90,1000.9,0.0,30,-0.866025403784439,0.49999999999999933
2024-10-08 21:00:00,9.6,11.6,186,91,1000.8,0.0,6,-0.7071067811865477,0.7071067811865474
2024-10-08 22:00:00,8.9,7.3,211,93,1000.9,0.0,13,-0.5000000000000004,0.8660254037844384
2024-10-08 23:00:00,8.6,7.3,191,94,1000.8,0.0,33,-0.25881904510252157,0.9659258262890681
2024-10-09 00:00:00,8.7,7.4,209,94,1000.8,0.0,47,0.0,1.0
2024-10-09 01:00:00,7.9,6.6,225,95,1000.7,0.0,99,0.25881904510252074,0.9659258262890683
2024-10-09 02:00:00,8.4,5.7,226,95,1000.7,0.0,98,0.49999999999999994,0.8660254037844387
2024-10-09 03:00:00,8.6,8.2,234,95,1000.4,0.0,93,0.7071067811865475,0.7071067811865476
2024-10-09 04:00:00,8.4,10.6,249,95,1000.4,0.0,67,0.8660254037844386,0.5000000000000001
2024-10-09 05:00:00,7.9,10.4,255,95,1000.5,0.0,35,0.9659258262890682,0.25881904510252096
2024-10-09 06:00:00,7.6,11.0,255,95,1000.8,0.0,85,1.0,6.123233995736766e-17
2024-10-09 07:00:00,7.4,11.7,256,95,1001.1,0.0,87,0.9659258262890683,-0.25881904510252063
2024-10-09 08:00:00,7.9,13.5,256,94,1001.3,0.0,98,0.8660254037844387,-0.49999999999999983
2024-10-09 09:00:00,8.8,16.2,260,89,1001.3,0.0,60,0.7071067811865476,-0.7071067811865475
2024-10-09 10:00:00,10.1,13.4,265,82,1001.6,0.0,52,0.5000000000000003,-0.8660254037844385
2024-10-09 11:00:00,11.7,12.4,267,69,1001.4,0.0,38,0.258819045102521,-0.9659258262890682
2024-10-09 12:00:00,12.2,17.1,267,53,1001.5,0.1,100,1.2246467991473532e-16,-1.0
2024-10-09 13:00:00,11.7,16.5,259,56,1001.4,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-10-09 14:00:00,12.1,16.9,253,54,1001.1,0.0,100,-0.4999999999999998,-0.8660254037844388
2024-10-09 15:00:00,10.6,16.5,248,63,1001.0,0.0,100,-0.7071067811865471,-0.7071067811865479
2024-10-09 16:00:00,10.3,16.6,261,66,1001.1,0.0,100,-0.8660254037844384,-0.5000000000000004
2024-10-09 17:00:00,10.2,14.2,278,65,1000.9,0.0,100,-0.9659258262890681,-0.2588190451025215
2024-10-09 18:00:00,9.5,11.3,278,70,1001.3,0.0,100,-1.0,-1.8369701987210297e-16
2024-10-09 19:00:00,8.8,10.5,275,73,1001.7,0.0,99,-0.9659258262890684,0.2588190451025203
2024-10-09 20:00:00,8.6,11.6,276,75,1002.1,0.0,100,-0.866025403784439,0.49999999999999933
2024-10-09 21:00:00,8.0,12.8,290,82,1003.0,0.0,98,-0.7071067811865477,0.7071067811865474
2024-10-09 22:00:00,7.9,13.1,285,83,1003.4,0.0,82,-0.5000000000000004,0.8660254037844384
2024-10-09 23:00:00,7.8,13.6,292,85,1003.5,0.0,78,-0.25881904510252157,0.9659258262890681
2024-10-10 00:00:00,7.3,13.3,289,87,1003.8,0.0,35,0.0,1.0
2024-10-10 01:00:00,6.8,12.6,287,88,1004.1,0.0,48,0.25881904510252074,0.9659258262890683
2024-10-10 02:00:00,6.6,12.2,284,87,1004.1,0.0,29,0.49999999999999994,0.8660254037844387
2024-10-10 03:00:00,6.6,13.0,284,86,1004.4,0.0,86,0.7071067811865475,0.7071067811865476
2024-10-10 04:00:00,6.8,14.2,288,83,1004.8,0.0,72,0.8660254037844386,0.5000000000000001
2024-10-10 05:00:00,6.2,13.2,290,85,1005.2,0.0,48,0.9659258262890682,0.25881904510252096
2024-10-10 06:00:00,6.2,14.3,288,84,1005.5,0.0,100,1.0,6.123233995736766e-17
2024-10-10 07:00:00,7.0,16.1,288,81,1005.9,0.0,100,0.9659258262890683,-0.25881904510252063
2024-10-10 08:00:00,7.8,16.7,288,78,1006.6,0.0,80,0.8660254037844387,-0.49999999999999983
2024-10-10 09:00:00,8.1,18.1,279,74,1007.0,0.0,99,0.7071067811865476,-0.7071067811865475
2024-10-10 10:00:00,7.9,20.0,275,71,1007.2,0.0,99,0.5000000000000003,-0.8660254037844385
2024-10-10 11:00:00,8.7,24.4,296,66,1007.3,0.0,99,0.258819045102521,-0.9659258262890682
2024-10-10 12:00:00,10.1,23.1,302,60,1007.2,0.0,100,1.2246467991473532e-16,-1.0
2024-10-10 13:00:00,11.2,22.3,304,57,1007.0,0.0,100,-0.25881904510252035,-0.9659258262890684
2024-10-10 14:00:00,11.9,22.2,307,56,1006.6,0.0,100,-0.4999999999999998,-0.8660254037844388
2024-10-10 15:00:00,11.9,24.2,303,56,1006.8,0.0,100,-0.7071067811865471,-0.7071067811865479
2024-10-10 16:00:00,12.1,25.1,305,53,1006.5,0.0,100,-0.8660254037844384,-0.5000000000000004
2024-10-10 17:00:00,12.0,20.3,305,54,1006.5,0.0,100,-0.9659258262890681,-0.2588190451025215
2024-10-10 18:00:00,11.6,16.3,298,55,1006.7,0.0,100,-1.0,-1.8369701987210297e-16
2024-10-10 19:00:00,11.3,15.9,297,56,1007.4,0.0,83,-0.9659258262890684,0.2588190451025203
2024-10-10 20:00:00,10.6,16.0,293,59,1007.8,0.0,4,-0.866025403784439,0.49999999999999933
2024-10-10 21:00:00,8.9,13.8,276,70,1008.7,0.0,73,-0.7071067811865477,0.7071067811865474
2024-10-10 22:00:00,8.9,14.6,272,73,1008.7,0.0,90,-0.5000000000000004,0.8660254037844384
2024-10-10 23:00:00,9.1,16.9,273,72,1008.3,0.0,89,-0.25881904510252157,0.9659258262890681
2024-10-11 00:00:00,8.6,15.7,273,75,1007.8,0.0,28,0.0,1.0
2024-10-11 01:00:00,8.1,15.3,269,80,1007.8,0.0,14,0.25881904510252074,0.9659258262890683
2024-10-11 02:00:00,7.4,14.0,271,84,1007.5,0.0,6,0.49999999999999994,0.8660254037844387
2024-10-11 03:00:00,7.2,13.8,263,87,1007.1,0.0,99,0.7071067811865475,0.7071067811865476
2024-10-11 04:00:00,7.8,15.2,263,85,1006.9,0.0,100,0.8660254037844386,0.5000000000000001
2024-10-11 05:00:00,7.8,15.9,266,84,1007.1,0.0,100,0.9659258262890682,0.25881904510252096
2024-10-11 06:00:00,7.8,15.2,264,84,1007.1,0.0,100,1.0,6.123233995736766e-17
2024-10-11 07:00:00,8.1,14.7,259,85,1007.1,0.0,92,0.9659258262890683,-0.25881904510252063
2024-10-11 08:00:00,8.4,16.3,257,85,1007.2,0.0,49,0.8660254037844387,-0.49999999999999983
2024-10-11 09:00:00,9.4,17.5,253,78,1006.9,0.0,48,0.7071067811865476,-0.7071067811865475
2024-10-11 10:00:00,10.4,17.2,252,75,1006.7,0.0,18,0.5000000000000003,-0.8660254037844385
2024-10-11 11:00:00,11.8,17.4,243,71,1005.8,0.0,33,0.258819045102521,-0.9659258262890682
2024-10-11 12:00:00,13.0,20.6,241,66,1004.7,0.0,0,1.2246467991473532e-16,-1.0
2024-10-11 13:00:00,14.0,23.1,240,63,1003.5,0.0,33,-0.25881904510252035,-0.9659258262890684
2024-10-11 14:00:00,15.1,24.4,236,56,1002.0,0.0,49,-0.4999999999999998,-0.8660254037844388
2024-10-11 15:00:00,15.7,24.9,233,54,1000.7,0.0,64,-0.7071067811865471,-0.7071067811865479
2024-10-11 16:00:00,15.9,25.1,233,55,999.3,0.0,78,-0.8660254037844384,-0.5000000000000004
2024-10-11 17:00:00,15.6,23.0,235,61,998.1,0.0,80,-0.9659258262890681,-0.2588190451025215
2024-10-11 18:00:00,15.1,22.6,244,62,997.2,0.0,77,-1.0,-1.8369701987210297e-16
2024-10-11 19:00:00,14.5,21.8,241,66,996.7,0.0,45,-0.9659258262890684,0.2588190451025203
2024-10-11 20:00:00,14.4,24.3,238,67,995.8,0.0,46,-0.866025403784439,0.49999999999999933
2024-10-11 21:00:00,14.3,23.1,240,69,995.8,0.0,100,-0.7071067811865477,0.7071067811865474
2024-10-11 22:00:00,13.6,27.1,241,84,995.4,1.5,99,-0.5000000000000004,0.8660254037844384
2024-10-11 23:00:00,13.9,26.9,237,88,993.4,0.5,57,-0.25881904510252157,0.9659258262890681
2024-10-12 00:00:00,14.1,29.1,239,84,991.8,0.0,46,0.0,1.0
2024-10-12 01:00:00,14.5,30.1,249,81,991.4,0.0,73,0.25881904510252074,0.9659258262890683
2024-10-12 02:00:00,15.0,30.6,259,79,991.7,0.0,100,0.49999999999999994,0.8660254037844387
2024-10-12 03:00:00,14.9,32.0,271,79,992.3,0.0,23,0.7071067811865475,0.7071067811865476
2024-10-12 04:00:00,13.0,31.2,293,77,994.1,0.2,92,0.8660254037844386,0.5000000000000001
2024-10-12 05:00:00,11.4,27.6,293,75,996.5,0.0,34,0.9659258262890682,0.25881904510252096
2024-10-12 06:00:00,9.9,22.1,280,73,998.1,0.0,6,1.0,6.123233995736766e-17
2024-10-12 07:00:00,8.9,22.9,275,73,999.6,0.0,10,0.9659258262890683,-0.25881904510252063
2024-10-12 08:00:00,8.8,25.8,278,69,1001.2,0.0,4,0.8660254037844387,-0.49999999999999983
2024-10-12 09:00:00,8.7,28.4,284,61,1002.2,0.0,41,0.7071067811865476,-0.7071067811865475
2024-10-12 10:00:00,9.3,30.4,291,56,1003.0,0.0,34,0.5000000000000003,-0.8660254037844385
2024-10-12 11:00:00,10.2,31.6,293,50,1003.5,0.0,91,0.258819045102521,-0.9659258262890682
2024-10-12 12:00:00,10.9,31.5,298,46,1003.9,0.0,83,1.2246467991473532e-16,-1.0
2024-10-12 13:00:00,10.9,29.5,297,47,1004.1,0.0,48,-0.25881904510252035,-0.9659258262890684
2024-10-12 14:00:00,11.8,27.3,295,43,1003.8,0.0,7,-0.4999999999999998,-0.8660254037844388
2024-10-12 15:00:00,12.2,24.4,291,40,1003.6,0.0,59,-0.7071067811865471,-0.7071067811865479
2024-10-12 16:00:00,12.2,21.7,284,40,1003.4,0.0,23,-0.8660254037844384,-0.5000000000000004
2024-10-12 17:00:00,11.8,19.3,275,43,1003.4,0.0,6,-0.9659258262890681,-0.2588190451025215
2024-10-12 18:00:00,10.6,16.4,267,46,1003.8,0.0,80,-1.0,-1.8369701987210297e-16
2024-10-12 19:00:00,9.8,15.5,269,50,1004.4,0.0,0,-0.9659258262890684,0.2588190451025203
2024-10-12 20:00:00,9.2,13.7,272,55,1004.8,0.0,0,-0.866025403784439,0.49999999999999933
2024-10-12 21:00:00,7.6,10.5,294,60,1006.2,0.0,1,-0.7071067811865477,0.7071067811865474
2024-10-12 22:00:00,6.2,7.0,299,66,1006.1,0.0,41,-0.5000000000000004,0.8660254037844384
2024-10-12 23:00:00,5.6,6.7,290,70,1006.2,0.0,69,-0.25881904510252157,0.9659258262890681
2024-10-13 00:00:00,4.8,7.2,295,75,1006.1,0.0,66,0.0,1.0
2024-10-13 01:00:00,4.8,6.5,309,75,1005.8,0.0,100,0.25881904510252074,0.9659258262890683
2024-10-13 02:00:00,5.3,5.2,299,73,1005.7,0.0,100,0.49999999999999994,0.8660254037844387
2024-10-13 03:00:00,4.6,6.3,288,76,1005.9,0.0,98,0.7071067811865475,0.7071067811865476
2024-10-13 04:00:00,4.3,6.6,303,77,1005.6,0.0,95,0.8660254037844386,0.5000000000000001
2024-10-13 05:00:00,3.8,5.9,317,80,1005.3,0.0,100,0.9659258262890682,0.25881904510252096
2024-10-13 06:00:00,4.8,4.5,317,73,1005.6,0.0,100,1.0,6.123233995736766e-17
2024-10-13 07:00:00,4.4,3.8,341,75,1005.8,0.0,100,0.9659258262890683,-0.25881904510252063
2024-10-13 08:00:00,5.3,7.1,6,72,1006.0,0.0,100,0.8660254037844387,-0.49999999999999983
2024-10-13 09:00:00,5.6,7.5,35,77,1006.5,0.0,91,0.7071067811865476,-0.7071067811865475
2024-10-13 10:00:00,6.9,8.9,47,67,1006.3,0.0,100,0.5000000000000003,-0.8660254037844385
2024-10-13 11:00:00,8.4,8.1,43,60,1006.0,0.0,100,0.258819045102521,-0.9659258262890682
2024-10-13 12:00:00,9.1,8.9,48,58,1005.0,0.0,100,1.2246467991473532e-16,-1.0
2024-10-13 13:00:00,9.9,9.1,54,56,1004.1,0.0,84,-0.25881904510252035,-0.9659258262890684
2024-10-13 14:00:00,10.2,7.5,63,55,1003.8,0.0,100,-0.4999999999999998,-0.8660254037844388
2024-10-13 15:00:00,10.1,6.9,83,55,1003.6,0.0,80,-0.7071067811865471,-0.7071067811865479
2024-10-13 16:00:00,10.1,8.2,81,55,1003.0,0.0,36,-0.8660254037844384,-0.5000000000000004
2024-10-13 17:00:00,9.9,8.2,71,55,1003.0,0.0,67,-0.9659258262890681,-0.2588190451025215
2024-10-13 18:00:00,8.4,6.4,63,64,1002.8,0.0,100,-1.0,-1.8369701987210297e-16
2024-10-13 19:00:00,7.6,6.4,80,69,1003.3,0.0,100,-0.9659258262890684,0.2588190451025203
2024-10-13 20:00:00,7.8,8.1,62,66,1003.1,0.0,100,-0.866025403784439,0.49999999999999933
2024-10-13 21:00:00,7.1,10.6,46,69,1003.3,0.0,100,-0.7071067811865477,0.7071067811865474
2024-10-13 22:00:00,6.8,10.2,42,69,1003.0,0.0,96,-0.5000000000000004,0.8660254037844384
2024-10-13 23:00:00,6.2,11.5,41,73,1002.4,0.0,100,-0.25881904510252157,0.9659258262890681
2024-10-14 00:00:00,6.0,11.6,35,75,1002.1,0.0,100,0.0,1.0
2024-10-14 01:00:00,6.6,13.2,43,71,1001.7,0.0,100,0.25881904510252074,0.9659258262890683
2024-10-14 02:00:00,6.3,15.4,36,71,1000.8,0.0,100,0.49999999999999994,0.8660254037844387
2024-10-14 03:00:00,6.0,15.4,34,73,1000.5,0.0,100,0.7071067811865475,0.7071067811865476
2024-10-14 04:00:00,5.8,16.0,23,75,1000.0,0.0,100,0.8660254037844386,0.5000000000000001
2024-10-14 05:00:00,5.6,16.4,25,77,999.7,0.1,100,0.9659258262890682,0.25881904510252096
2024-10-14 06:00:00,5.4,17.2,29,80,999.3,0.2,100,1.0,6.123233995736766e-17
2024-10-14 07:00:00,5.4,17.7,35,85,999.0,0.3,100,0.9659258262890683,-0.25881904510252063
2024-10-14 08:00:00,5.5,19.3,35,88,998.8,0.2,100,0.8660254037844387,-0.49999999999999983
2024-10-14 09:00:00,5.9,19.7,30,88,998.6,0.3,100,0.7071067811865476,-0.7071067811865475
2024-10-14 10:00:00,6.1,25.1,30,88,997.7,0.2,100,0.5000000000000003,-0.8660254037844385
2024-10-14 11:00:00,6.8,28.3,40,82,997.4,0.2,100,0.258819045102521,-0.9659258262890682
2024-10-14 12:00:00,6.8,27.8,41,83,997.2,0.3,100,1.2246467991473532e-16,-1.0
2024-10-14 13:00:00,6.8,23.7,36,87,996.9,0.6,100,-0.25881904510252035,-0.9659258262890684
2024-10-14 14:00:00,6.4,25.5,31,93,996.8,1.0,100,-0.4999999999999998,-0.8660254037844388
2024-10-14 15:00:00,6.3,24.7,25,93,996.9,1.2,100,-0.7071067811865471,-0.7071067811865479
2024-10-14 16:00:00,6.7,21.1,20,92,997.3,0.8,100,-0.8660254037844384,-0.5000000000000004
2024-10-14 17:00:00,7.0,17.3,16,89,997.8,0.4,100,-0.9659258262890681,-0.2588190451025215
2024-10-14 18:00:00,7.0,11.1,8,88,998.2,0.1,100,-1.0,-1.8369701987210297e-16
2024-10-14 19:00:00,7.0,5.5,324,87,998.4,0.0,100,-0.9659258262890684,0.2588190451025203
2024-10-14 20:00:00,7.2,6.1,293,83,998.5,0.0,100,-0.866025403784439,0.49999999999999933
2024-10-14 21:00:00,6.3,9.6,286,90,998.9,0.1,26,-0.7071067811865477,0.7071067811865474
2024-10-14 22:00:00,6.1,12.4,273,91,999.1,0.0,21,-0.5000000000000004,0.8660254037844384
2024-10-14 23:00:00,5.6,14.5,298,86,998.8,0.0,3,-0.25881904510252157,0.9659258262890681
2024-10-15 00:00:00,4.8,16.3,299,86,998.5,0.0,0,0.0,1.0
2024-10-15 01:00:00,4.7,16.5,298,87,998.4,0.0,0,0.25881904510252074,0.9659258262890683
2024-10-15 02:00:00,4.3,15.8,294,88,998.6,0.0,0,0.49999999999999994,0.8660254037844387
2024-10-15 03:00:00,4.1,16.2,291,88,998.4,0.0,4,0.7071067811865475,0.7071067811865476
2024-10-15 04:00:00,4.0,15.1,290,89,998.2,0.0,2,0.8660254037844386,0.5000000000000001
2024-10-15 05:00:00,4.2,13.5,279,87,998.2,0.0,2,0.9659258262890682,0.25881904510252096
2024-10-15 06:00:00,4.4,14.1,274,86,998.5,0.0,5,1.0,6.123233995736766e-17
2024-10-15 07:00:00,4.6,13.9,269,86,998.9,0.0,12,0.9659258262890683,-0.25881904510252063
2024-10-15 08:00:00,5.4,15.7,267,84,999.3,0.0,60,0.8660254037844387,-0.49999999999999983
2024-10-15 09:00:00,6.6,18.4,260,82,999.1,0.2,84,0.7071067811865476,-0.7071067811865475
2024-10-15 10:00:00,7.7,20.8,265,73,998.8,0.0,98,0.5000000000000003,-0.8660254037844385
2024-10-15 11:00:00,8.3,20.0,273,68,998.5,0.0,100,0.258819045102521,-0.9659258262890682
2024-10-15 12:00:00,8.3,18.0,267,70,998.2,0.2,100,1.2246467991473532e-16,-1.0
2024-10-15 13:00:00,8.6,22.1,270,65,997.7,0.0,94,-0.25881904510252035,-0.9659258262890684
2024-10-15 14:00:00,9.5,23.4,263,64,996.7,0.0,100,-0.4999999999999998,-0.8660254037844388
2024-10-15 15:00:00,8.2,26.3,271,71,996.7,0.2,100,-0.7071067811865471,-0.7071067811865479
2024-10-15 16:00:00,8.1,24.5,270,74,996.8,0.0,100,-0.8660254037844384,-0.5000000000000004
2024-10-15 17:00:00,7.0,22.1,276,80,996.8,0.4,100,-0.9659258262890681,-0.2588190451025215
2024-10-15 18:00:00,6.3,18.6,276,85,996.9,0.1,100,-1.0,-1.8369701987210297e-16
2024-10-15 19:00:00,6.1,20.0,286,85,997.3,0.1,100,-0.9659258262890684,0.2588190451025203
2024-10-15 20:00:00,5.8,20.0,289,84,997.6,0.2,100,-0.866025403784439,0.49999999999999933
2024-10-15 21:00:00,4.8,17.7,291,93,997.6,0.5,100,-0.7071067811865477,0.7071067811865474
2024-10-15 22:00:00,4.7,16.0,284,94,997.6,0.4,100,-0.5000000000000004,0.8660254037844384
2024-10-15 23:00:00,4.8,18.0,282,91,997.4,0.2,100,-0.25881904510252157,0.9659258262890681
2024-10-16 00:00:00,5.1,19.4,285,90,997.7,0.2,100,0.0,1.0
